3.280180635864773109e+01 -2.555166528968415562e+00 -2.992595730966231216e+00 -2.555166528968415562e+00 2.332597446292653132e+01 1.043092971001230884e+00 -2.992595730966232104e+00 1.043092971001230884e+00 1.917195650545694718e+01
2.591125393532593080e+02 2.928577556774333601e+01 5.724412117293942615e+00 2.928577556774333601e+01 1.937629336304388517e+02 -1.324780622021586041e+01 5.724412117293942615e+00 -1.324780622021586041e+01 2.425990439073673031e+02
4.651261164607422529e+02 4.004729188799321804e+01 1.457107909027829606e+01 4.004729188799321804e+01 4.185081447089200992e+02 5.492337052526969465e+00 1.457107909027829606e+01 5.492337052526981900e+00 4.783404367963852337e+02
6.666710487090168726e+02 1.404843063775941303e+01 6.563822119926074894e-01 1.404843063775942014e+01 6.227809011926439098e+02 1.943038980272473282e+01 6.563822119926110421e-01 1.943038980272474703e+01 6.698222935866338048e+02
9.457777379221730598e+02 -3.978654681317604691e+00 1.526629461062397652e+01 -3.978654681317610020e+00 8.218054228978942319e+02 1.892724275044545479e+01 1.526629461062395876e+01 1.892724275044546189e+01 8.832624639607762447e+02
1.171356939352411473e+03 3.430724404699728058e+00 1.769144698575421870e+01 3.430724404699735164e+00 1.084027675014597207e+03 -3.514821023601589545e+00 1.769144698575422225e+01 -3.514821023601606420e+00 1.109007689200179357e+03
1.349691551585916613e+03 2.074538907137951327e+01 2.447483605549733454e+01 2.074538907137950972e+01 1.308941527662065710e+03 1.680913962809567153e+01 2.447483605549734165e+01 1.680913962809565732e+01 1.363712854570933359e+03
1.610684994375531005e+03 3.391072112662970994e+01 1.979336259256453090e+01 3.391072112662969573e+01 1.491187626274969944e+03 2.517144040897028390e+01 1.979336259256455222e+01 2.517144040897030166e+01 1.601574255376152678e+03
1.721507314032374097e+03 1.578907828474315878e+01 3.926638695426397874e+01 1.578907828474317654e+01 1.591255486678581974e+03 5.599488587276527340e+01 3.926638695426399295e+01 5.599488587276528762e+01 1.732885891376366317e+03
1.863887059840648362e+03 2.312673079544214971e+01 4.702339071038941398e+01 2.312673079544217103e+01 1.690241179006665106e+03 4.760495713437006060e+01 4.702339071038941398e+01 4.760495713437003218e+01 1.876957689087112612e+03
1.973709456811595373e+03 1.939334431483298715e+01 4.687308835923825256e+01 1.939334431483296584e+01 1.902995894563348429e+03 9.429590476372108299e+01 4.687308835923825256e+01 9.429590476372109720e+01 2.016633362694656171e+03
2.172294208888256890e+03 9.288953806121389434e+00 6.894184262855580414e+01 9.288953806121414303e+00 2.091371119585702218e+03 8.562508179555618426e+01 6.894184262855580414e+01 8.562508179555615584e+01 2.217347164108109610e+03
2.362654180575751980e+03 3.514060206826565746e+01 1.013327087935164457e+02 3.514060206826563615e+01 2.206197206444366202e+03 1.929810754100837400e+01 1.013327087935165025e+02 1.929810754100837755e+01 2.367560022959054095e+03
2.493881748745682216e+03 3.312678915175684580e+01 9.006012137931054440e+01 3.312678915175681738e+01 2.403191803626810724e+03 3.068377094325325771e+01 9.006012137931051598e+01 3.068377094325325061e+01 2.532901108053544249e+03
2.588252755180578788e+03 4.068398221043198504e+01 7.188909314837614772e+01 4.068398221043199214e+01 2.573803873204054071e+03 5.446853326072485402e+01 7.188909314837617615e+01 5.446853326072485402e+01 2.718380165468348423e+03
